height_cm,weight_kg,label,cluster
185.1,96.4,-1,1
155.5,63.8,1,0
169.9,81.4,-1,1
157.5,66.4,1,0
173.6,84.0,-1,1
178.9,46.4,1,0
165.8,60.8,1,0
145.0,37.6,1,0
172.0,90.6,-1,1
174.4,66.2,1,0
174.0,53.0,1,0
182.4,48.2,1,0
159.3,74.1,-1,0
176.8,56.0,1,0
181.9,85.0,1,1
152.2,79.9,-1,0
173.2,77.2,1,1
165.0,59.7,1,0
169.2,51.4,1,0
173.5,83.1,-1,1
165.1,70.1,1,0
163.2,79.9,-1,0
170.3,42.1,-1,0
159.1,84.4,-1,0
159.1,44.3,1,0
176.8,64.4,1,1
158.5,87.5,-1,0
176.7,49.9,1,0
174.6,70.1,1,1
152.7,54.5,1,0
163.2,66.1,1,0
181.9,84.9,1,1
160.2,68.2,1,0
165.4,50.5,1,0
174.6,78.0,1,1
177.8,78.7,1,1
167.5,73.3,1,0
164.0,100.9,-1,1
184.2,117.2,1,1
187.4,131.5,-1,1
179.8,87.5,-1,1
170.9,108.6,-1,1
161.9,52.1,1,0
161.7,59.7,1,0
175.2,70.7,1,1
174.2,71.4,1,1
184.0,90.6,1,1
176.5,86.4,-1,1
155.0,66.2,-1,0
180.5,115.6,-1,1
160.0,44.8,1,0
166.2,49.1,1,0
172.5,43.1,1,0
190.0,77.4,1,1
200.0,89.3,1,1
176.1,64.5,1,0
168.2,55.6,1,0
175.3,78.5,1,1
178.9,67.8,1,1
166.8,59.0,1,0
188.0,86.2,1,1
172.3,64.0,1,0
175.0,102.4,-1,1
176.7,75.0,1,1
174.2,74.1,1,1
178.4,84.6,1,1
163.8,47.0,1,0
164.4,87.3,-1,1
159.0,75.1,-1,0
174.4,61.6,1,0
177.8,62.3,1,1
174.6,57.7,-1,0
186.7,62.9,1,1
169.9,46.2,1,0
176.7,55.7,1,0
159.1,40.5,1,0
166.1,67.1,1,0
177.0,75.7,1,1
178.5,104.1,-1,1
167.1,86.3,-1,1
169.3,59.0,1,0
154.8,56.4,1,0
166.4,83.4,-1,1
178.9,71.4,1,1
175.8,80.4,1,1
175.0,60.8,1,0
170.5,69.0,1,0
170.1,73.8,1,0
163.4,65.2,1,0
177.0,98.3,-1,1
174.2,60.1,1,0
174.9,78.6,1,1
164.7,96.9,-1,1
148.5,59.2,1,0
181.0,66.2,1,1
165.2,73.9,-1,0
161.4,107.0,-1,1
176.9,83.7,1,1
166.1,82.1,-1,0
180.6,81.6,1,1
176.2,82.7,1,1
176.8,81.4,1,1
156.3,49.8,1,0
182.1,90.4,-1,1
172.6,52.6,1,0
166.3,68.1,1,0
171.4,107.2,-1,1
152.2,60.4,1,0
174.1,63.5,1,0
159.7,71.3,-1,0
156.5,53.1,1,0
154.8,57.9,1,0
181.1,63.8,1,1
163.7,83.6,-1,0
185.3,88.4,1,1
164.6,47.4,1,0
152.9,67.0,-1,0
158.8,92.4,-1,0
182.4,72.2,1,1
168.4,88.1,-1,1
164.5,74.5,-1,0
171.6,76.3,1,1
175.0,93.1,-1,1
181.2,71.7,1,1
184.5,88.2,1,1
166.4,66.7,1,0
156.7,52.5,1,0
165.9,80.5,-1,0
172.6,68.0,1,0
160.4,92.5,-1,0
160.4,60.4,1,0
173.4,51.4,1,0
169.5,95.5,-1,1
170.3,59.6,1,0
162.4,50.7,1,0
167.7,76.8,-1,0
160.8,89.1,1,0
178.9,94.2,-1,1
180.4,75.0,1,1
151.5,59.2,1,0
160.7,60.1,1,0
155.0,87.6,-1,0
163.5,63.8,1,0
169.2,77.5,-1,0
155.5,62.9,1,0
160.8,46.6,1,0
160.0,64.8,1,0
172.1,70.9,1,0
170.7,92.5,-1,1
162.8,73.3,-1,0
171.8,67.1,1,0
164.5,65.3,1,0
167.3,68.8,1,0
186.7,91.6,1,1
183.4,107.9,-1,1
157.0,79.8,-1,0
178.3,60.6,1,0
178.1,99.6,-1,1
158.5,77.9,-1,0
178.2,83.1,1,1
185.4,60.7,1,1
158.8,62.5,1,0
160.8,63.0,1,0
180.2,92.0,-1,1
172.7,86.1,-1,1
175.5,96.8,-1,1
173.4,56.0,1,0
173.9,118.9,-1,1
156.7,70.9,-1,0
180.5,95.4,-1,1
181.7,120.5,-1,1
167.7,79.9,-1,0
169.6,94.0,-1,1
154.7,62.3,1,0
175.1,87.6,-1,1
175.7,98.7,-1,1
169.4,85.6,-1,1
181.2,52.6,1,0
166.7,66.7,-1,0
175.6,98.8,-1,1
159.8,71.5,-1,0
169.8,71.2,1,0
168.3,75.2,1,0
172.3,54.5,1,0
166.3,86.3,-1,1
168.7,73.2,1,0
178.3,85.8,-1,1
165.6,65.6,1,0
153.9,59.0,1,0
187.5,87.4,1,1
183.8,72.8,-1,1
157.1,91.9,-1,0
176.9,50.1,1,0
165.0,47.6,1,0
172.6,88.5,-1,1
172.9,52.9,1,0
167.7,45.0,-1,0
162.2,81.7,-1,0
163.1,82.6,1,0
160.8,44.4,1,0
161.7,37.9,1,0
169.3,50.7,1,0
162.8,55.2,1,0
176.8,118.8,-1,1
184.9,71.5,1,1
164.2,84.9,-1,0
172.4,87.2,1,1
175.0,105.5,-1,1
174.7,64.9,-1,0
170.8,68.3,1,0
177.4,74.6,1,1
174.8,81.7,1,1
157.6,80.2,-1,0
178.7,116.8,-1,1
178.9,72.5,1,1
162.4,72.1,-1,0
170.4,87.7,-1,1
176.8,89.7,-1,1
167.9,103.7,-1,1
180.7,84.4,1,1
193.6,90.4,1,1
162.1,91.4,-1,1
156.2,65.4,-1,0
173.0,84.6,-1,1
177.2,77.1,1,1
167.7,81.7,-1,1
184.5,67.5,1,1
156.6,54.6,1,0
176.9,54.8,1,0
163.9,57.1,1,0
187.2,107.2,-1,1
189.9,96.6,1,1
162.3,55.2,1,0
164.5,90.9,-1,1
178.6,77.6,1,1
166.1,97.0,-1,1
169.5,82.3,1,1
170.3,71.4,-1,0
150.8,85.3,-1,0
169.9,70.0,1,0
163.1,49.0,1,0
165.1,94.3,-1,1
184.4,97.4,-1,1
157.4,86.4,-1,0
178.1,100.9,-1,1
167.2,101.7,-1,1
167.2,57.1,1,0
177.9,70.8,1,1
173.4,76.1,1,1
175.7,78.4,-1,1
179.7,56.5,1,0
166.7,68.0,1,0
163.9,75.9,-1,0
159.1,56.8,1,0
161.7,55.0,1,0
199.5,96.2,1,1
182.4,98.9,-1,1
156.5,45.4,1,0
156.8,95.9,-1,0
174.8,48.0,1,0
175.5,71.1,1,1
175.5,97.9,-1,1
167.5,90.6,-1,1
168.7,86.2,-1,1
173.3,62.7,1,0
170.9,59.9,1,0
147.8,43.4,1,0
167.7,64.9,1,0
161.5,71.2,-1,0
171.8,62.9,1,0
199.9,63.9,1,1
173.7,96.6,-1,1
166.9,66.6,1,0
179.2,94.7,-1,1
174.8,70.7,-1,1
174.2,81.2,1,1
176.1,125.4,-1,1
190.6,60.4,1,1
158.7,47.4,1,0
174.7,64.4,1,0
160.7,97.2,1,1
175.6,81.3,1,1
160.8,82.3,-1,0
165.8,44.0,1,0
167.0,71.8,1,0
179.8,78.6,1,1
179.2,102.2,-1,1
157.5,71.9,-1,0
170.5,61.0,1,0
162.9,87.5,-1,0
157.4,83.1,-1,0
167.8,95.9,-1,1
166.9,78.2,-1,0
194.3,93.7,1,1
174.3,84.8,-1,1
156.2,58.6,1,0
164.4,71.1,1,0
180.2,74.5,1,1
190.9,92.8,1,1
154.1,86.4,-1,0
151.2,61.4,1,0
188.7,74.5,1,1
173.9,60.2,1,0
161.3,63.5,1,0
175.3,95.2,-1,1
145.0,57.4,-1,0
170.0,75.7,1,0
173.3,82.7,-1,1
179.2,92.7,-1,1
159.9,74.7,-1,0
170.9,85.8,-1,1
160.7,67.1,1,0
172.6,72.0,1,1
161.0,64.9,1,0
165.9,73.9,1,0
160.0,81.3,-1,0
176.5,66.9,1,1
178.6,71.8,1,1
167.7,56.6,1,0
170.4,46.5,-1,0
155.5,46.1,1,0
167.0,52.9,1,0
169.5,60.3,1,0
196.2,101.1,1,1
158.9,46.9,1,0
184.6,80.5,1,1
180.0,92.4,-1,1
172.8,55.3,1,0
187.6,82.9,1,1
173.7,56.1,1,0
173.9,58.3,-1,0
169.5,95.4,-1,1
182.2,98.1,-1,1
181.0,124.1,-1,1
163.7,55.2,1,0
156.8,87.4,-1,0
168.0,58.2,1,0
162.0,53.8,1,0
169.4,118.6,1,1
182.4,66.5,1,1
165.4,98.6,1,1
169.6,71.3,1,0
170.6,49.6,1,0
178.5,52.3,1,0
147.5,59.1,-1,0
163.9,49.1,1,0
172.1,64.4,-1,0
182.0,58.0,1,1
165.1,73.9,-1,0
151.2,40.0,1,0
176.2,76.5,1,1
163.6,44.7,1,0
158.1,77.1,-1,0
163.8,42.9,1,0
168.2,65.9,1,0
164.0,72.2,1,0
147.9,62.7,1,0
179.0,56.1,1,0
182.7,53.4,1,1
176.5,97.2,-1,1
158.6,64.8,1,0
168.0,52.4,1,0
169.9,86.4,-1,1
176.0,71.6,1,1
176.7,61.0,1,0
162.7,52.4,1,0
170.8,55.3,1,0
174.6,66.2,1,0
184.6,86.8,1,1
177.0,107.5,-1,1
177.9,47.8,1,0
170.8,67.0,1,0
184.1,81.4,1,1
174.1,84.2,-1,1
161.4,80.6,-1,0
184.0,76.4,1,1
177.0,71.0,1,1
165.6,73.9,1,0
165.2,39.6,1,0
173.0,47.9,1,0
174.6,128.2,-1,1
172.0,55.2,1,0
173.1,67.5,1,0
187.0,93.6,1,1
180.7,83.5,1,1
171.9,94.0,-1,1
179.4,98.6,-1,1
159.7,41.7,1,0
174.0,94.2,-1,1
188.1,104.6,-1,1
167.8,81.0,-1,1
161.5,67.9,1,0
163.5,46.8,1,0
159.1,60.1,1,0
162.2,54.4,1,0
166.3,50.7,1,0
155.9,53.7,1,0
170.2,86.7,-1,1
179.0,80.8,1,1
160.9,75.4,-1,0
185.2,76.6,1,1
175.1,83.6,-1,1
180.3,77.4,1,1
163.4,82.0,-1,0
178.5,97.8,-1,1
159.1,61.9,1,0
178.9,64.6,1,1
171.7,83.0,-1,1
175.5,81.5,1,1
158.2,68.2,-1,0
161.0,61.3,1,0
176.0,69.9,1,1
160.5,73.3,-1,0
174.6,65.1,-1,0
156.3,57.4,1,0
178.5,90.9,-1,1
157.7,68.7,-1,0
175.5,60.2,1,0
176.3,78.6,1,1
163.0,94.9,-1,1
175.8,85.2,-1,1
172.6,69.6,1,0
164.6,89.0,-1,1
159.9,101.5,-1,1
150.4,64.9,-1,0
173.5,52.7,1,0
154.4,72.0,-1,0
171.0,96.7,-1,1
167.4,44.8,-1,0
176.8,95.7,-1,1
167.0,70.5,1,0
166.7,91.4,-1,1
177.3,72.5,1,1
173.4,76.8,1,1
173.2,81.4,-1,1
174.7,89.4,-1,1
154.6,69.8,-1,0
177.6,66.5,-1,1
176.1,77.3,1,1
159.8,63.8,-1,0
167.6,90.9,-1,1
169.6,80.3,-1,1
168.7,64.2,1,0
173.3,58.5,1,0
184.3,103.4,-1,1
180.8,72.4,1,1
156.9,76.3,-1,0
176.2,76.6,-1,1
183.3,113.4,-1,1
173.9,66.7,-1,0
180.9,115.0,-1,1
190.1,111.7,-1,1
180.2,77.5,1,1
172.5,58.7,1,0
180.5,119.1,-1,1
171.4,62.0,1,0
170.2,77.8,1,1
166.5,70.9,1,0
185.6,86.4,1,1
161.8,73.8,-1,0
185.3,71.8,1,1
175.0,112.1,-1,1
156.0,48.8,1,0
173.7,68.3,1,0
149.0,39.7,1,0
176.3,101.8,1,1
178.9,121.0,1,1
164.1,95.7,-1,1
171.2,93.3,1,1
189.5,76.4,1,1
164.9,72.1,1,0
159.4,62.4,1,0
184.8,65.7,1,1
189.6,83.5,1,1
170.0,83.7,-1,1
180.1,64.2,1,1
183.4,48.8,-1,0
162.6,50.2,-1,0
165.1,81.6,-1,0
182.3,53.2,1,0
186.9,82.6,1,1
175.6,74.6,1,1
161.2,69.0,-1,0
189.9,100.6,-1,1
164.7,70.3,1,0
166.6,62.8,1,0
173.4,58.1,1,0
185.5,104.7,-1,1
178.5,55.8,1,0
174.1,94.6,-1,1
174.6,92.6,-1,1
170.4,113.3,-1,1
175.6,63.1,1,0
145.0,45.5,-1,0
167.0,70.6,1,0
172.4,78.4,1,1
158.5,75.4,1,0
173.9,85.0,-1,1
168.0,60.3,1,0
187.6,85.9,1,1
185.7,110.7,-1,1
165.3,51.7,1,0
168.5,67.0,1,0
169.3,81.2,-1,1
165.5,50.9,1,0
172.0,47.3,1,0
162.4,88.8,-1,0
158.7,66.4,1,0
176.2,54.2,1,0
176.3,99.5,-1,1
162.0,62.3,1,0
179.0,60.2,-1,1
163.7,76.9,-1,0
172.5,75.3,1,1
178.2,67.7,1,1
169.7,63.0,1,0
174.5,52.8,1,0
164.8,84.0,-1,0
168.0,49.4,1,0
167.9,61.2,1,0
162.5,63.7,1,0
168.2,91.3,-1,1
154.5,61.6,1,0
165.1,73.7,-1,0
167.2,75.8,-1,0
167.4,89.5,-1,1
167.6,107.1,-1,1
169.4,68.5,1,0
174.8,76.6,1,1
178.7,83.2,1,1
163.5,75.3,-1,0
158.0,64.4,1,0
159.6,59.2,1,0
165.1,72.1,1,0
166.5,109.7,-1,1
162.3,70.8,1,0
157.0,43.2,-1,0
165.4,66.0,1,0
171.8,74.0,1,1
176.0,79.4,1,1
164.4,62.4,1,0
165.9,77.6,-1,0
160.7,76.3,-1,0
169.7,76.5,1,0
161.5,76.2,-1,0
175.7,49.5,1,0
152.1,54.4,1,0
166.4,80.6,-1,0
173.0,79.4,1,1
171.8,66.7,1,0
196.9,84.6,1,1
173.5,60.1,1,0
160.0,82.8,-1,0
169.0,50.0,1,0
152.2,40.1,1,0
169.2,78.8,-1,1
161.7,69.9,1,0
179.2,56.2,1,0
164.5,77.8,-1,0
168.8,78.6,-1,1
163.6,79.3,-1,0
187.4,89.3,1,1
166.8,72.5,1,0
188.3,103.8,-1,1
178.1,88.3,-1,1
174.8,80.9,1,1
173.7,78.4,1,1
173.9,69.7,1,1
150.7,59.9,1,0
167.2,83.7,-1,1
178.5,117.2,-1,1
169.5,80.9,-1,1
155.9,62.7,1,0
169.5,97.1,-1,1
187.0,101.0,1,1
182.5,57.1,1,1
169.4,54.8,1,0
179.5,115.9,-1,1
166.3,61.5,1,0
153.0,66.5,-1,0
160.8,53.2,1,0
185.6,112.7,1,1
167.3,66.4,1,0
167.6,71.6,1,0
167.0,70.1,1,0
189.0,100.2,-1,1
186.3,90.3,1,1
192.2,112.5,-1,1
168.4,86.3,-1,1
173.0,84.3,-1,1
154.8,72.9,-1,0
184.8,99.7,-1,1
158.3,56.7,1,0
172.2,70.1,1,0
159.0,86.8,-1,0
164.1,78.7,-1,0
161.6,71.6,-1,0
163.9,58.3,1,0
164.6,39.3,1,0
164.5,62.9,1,0
178.3,66.1,1,1
159.0,58.5,1,0
172.2,84.9,-1,1
182.2,118.4,-1,1
164.9,86.0,1,1
162.8,56.6,1,0
167.7,79.4,-1,0
181.8,73.0,1,1
171.9,51.7,1,0
164.7,62.5,1,0
174.8,99.5,-1,1
159.0,54.3,1,0
176.8,98.5,-1,1
174.1,63.7,1,0
166.9,81.2,-1,0
161.6,61.5,1,0
161.1,88.6,-1,0
175.3,75.7,1,1
182.3,77.2,1,1
163.6,90.6,-1,1
174.6,65.6,1,0
149.1,61.8,-1,0
164.2,58.2,1,0
169.7,88.0,1,1
160.9,84.9,-1,0
160.6,57.9,1,0
163.3,75.4,1,0
172.9,86.2,-1,1
168.1,72.8,1,0
147.6,71.2,-1,0
148.8,75.5,-1,0
163.9,57.5,1,0
174.6,102.9,-1,1
145.0,62.1,-1,0
165.0,76.1,-1,0
164.7,60.0,1,0
183.9,49.4,1,0
166.1,73.7,1,0
173.8,85.7,-1,1
171.4,113.0,1,1
148.7,43.0,1,0
177.7,45.8,1,0
172.2,57.6,1,0
175.1,105.9,-1,1
200.0,95.3,1,1
149.2,77.2,-1,0
187.2,93.0,1,1
167.1,53.5,1,0
172.9,115.1,-1,1
169.5,98.9,-1,1
165.8,69.9,-1,0
164.3,87.7,-1,1
173.3,77.3,1,1
154.8,69.8,-1,0
177.5,107.4,-1,1
165.8,48.1,1,0
158.7,61.3,1,0
165.5,73.1,1,0
182.6,95.0,-1,1
164.6,51.5,-1,0
173.6,96.4,-1,1
162.7,43.9,1,0
177.6,55.2,1,0
176.9,68.8,1,1
188.5,134.6,-1,1
168.2,113.9,-1,1
176.7,91.9,-1,1
171.0,68.9,1,0
183.0,81.8,1,1
162.8,67.6,1,0
177.5,111.1,1,1
168.1,54.2,1,0
169.4,96.6,-1,1
170.9,52.4,1,0
172.5,70.3,1,0
168.8,75.5,1,0
172.1,85.8,-1,1
185.8,86.2,1,1
179.9,84.3,1,1
178.7,80.6,1,1
165.4,47.9,1,0
161.1,77.7,-1,0
179.6,96.3,-1,1
178.8,105.6,-1,1
184.7,128.2,1,1
164.0,69.8,1,0
167.7,98.3,-1,1
153.6,59.2,1,0
166.1,45.0,1,0
180.0,104.5,-1,1
165.3,80.5,-1,0
176.4,77.8,1,1
168.1,73.8,1,0
173.2,79.1,1,1
158.5,61.5,1,0
170.9,80.7,-1,1
145.0,44.1,1,0
168.1,56.9,1,0
153.7,43.9,1,0
182.1,127.5,-1,1
177.8,80.4,1,1
174.7,103.0,-1,1
185.2,68.3,1,1
160.5,57.7,1,0
187.5,94.2,1,1
179.3,108.8,-1,1
167.6,60.1,-1,0
181.4,69.3,1,1
158.9,54.9,1,0
161.8,63.5,-1,0
163.9,50.7,1,0
164.7,44.4,1,0
159.4,71.3,-1,0
182.2,96.4,-1,1
167.4,50.9,1,0
173.5,58.6,1,0
164.3,65.9,1,0
151.8,77.7,-1,0
172.7,43.2,1,0
150.9,63.0,-1,0
169.3,87.7,-1,1
156.3,50.6,1,0
189.9,77.2,1,1
179.1,91.4,-1,1
171.1,72.6,1,0
182.6,122.4,-1,1
161.5,70.8,-1,0
175.4,92.8,1,1
172.0,82.0,-1,1
172.6,86.9,-1,1
182.7,62.9,1,1
177.3,87.1,-1,1
172.9,78.0,1,1
153.5,45.2,1,0
160.4,78.6,-1,0
168.8,49.8,1,0
170.9,96.7,-1,1
158.7,36.5,1,0
194.1,90.7,-1,1
185.2,105.1,-1,1
176.0,60.0,1,0
170.7,84.6,-1,1
167.9,71.6,1,0
160.5,69.4,1,0
170.8,71.2,1,0
172.6,66.1,-1,0
157.6,39.7,-1,0
173.3,77.8,1,1
168.4,86.6,-1,1
150.9,54.1,1,0
161.4,62.7,1,0
165.9,95.0,-1,1
188.9,91.0,-1,1
175.6,88.2,-1,1
156.6,65.6,1,0
174.9,73.4,-1,1
154.5,69.5,-1,0
180.8,106.1,-1,1
165.3,87.2,-1,1
169.1,88.9,-1,1
183.3,58.8,1,1
157.1,44.4,1,0
156.0,53.3,1,0
164.2,54.5,1,0
180.4,72.2,1,1
154.8,76.3,-1,0
145.0,50.8,1,0
165.5,62.1,1,0
175.5,72.8,-1,1
182.0,74.9,1,1
165.4,64.4,1,0
165.9,95.8,-1,1
181.5,57.7,1,1
151.3,78.2,-1,0
166.1,107.0,-1,1
171.9,96.3,-1,1
174.5,53.5,1,0
164.9,60.0,1,0
170.3,86.2,-1,1
145.1,46.3,1,0
163.4,54.6,1,0
174.5,78.9,1,1
160.2,50.7,1,0
170.6,70.5,1,0
174.5,54.1,1,0
166.6,81.4,-1,0
171.7,54.3,1,0
160.4,61.2,1,0
167.9,63.0,1,0
176.1,84.6,-1,1
171.6,83.7,-1,1
164.1,76.0,-1,0
172.2,66.2,1,0
177.1,63.1,1,1
149.5,87.5,-1,0
181.6,101.2,-1,1
166.6,62.0,-1,0
174.3,65.5,1,0
182.0,54.2,-1,1
156.3,77.6,-1,0
162.9,59.0,1,0
167.1,91.7,-1,1
162.2,74.9,-1,0
187.3,121.5,1,1
161.4,80.9,-1,0
164.4,64.2,-1,0
172.0,78.7,1,1
158.0,59.0,1,0
166.0,68.6,1,0
173.2,48.0,-1,0
166.7,48.6,1,0
169.1,80.2,-1,1
164.7,64.9,1,0
154.9,73.8,-1,0
173.2,63.7,1,0
187.5,93.2,1,1
170.2,88.6,-1,1
172.3,97.4,-1,1
176.9,72.3,1,1
157.3,47.0,1,0
187.0,118.2,-1,1
172.0,73.3,1,1
186.3,81.9,1,1
162.7,55.8,1,0
188.2,67.9,1,1
177.8,98.4,-1,1
175.5,56.9,1,0
172.3,80.5,1,1
167.5,78.6,-1,0
182.0,70.9,1,1
171.4,101.4,1,1
150.3,65.3,-1,0
158.8,56.2,1,0
168.1,68.9,1,0
173.1,91.0,-1,1
169.4,73.1,1,0
182.2,110.9,-1,1
150.5,67.7,-1,0
171.4,82.3,-1,1
151.8,61.0,1,0
177.6,133.7,-1,1
169.1,54.0,-1,0
174.2,51.4,1,0
161.4,65.2,1,0
182.8,111.7,1,1
180.4,47.2,1,0
175.8,49.5,1,0
168.7,60.1,1,0
175.8,116.6,-1,1
162.9,70.8,1,0
178.6,62.3,1,1
186.5,104.1,-1,1
180.7,109.3,-1,1
162.7,60.0,1,0
173.6,83.6,-1,1
157.1,64.0,1,0
175.7,92.4,-1,1
174.5,72.3,1,1
151.3,65.9,-1,0
158.4,79.1,-1,0
167.2,86.0,-1,1
167.0,48.8,1,0
157.9,44.6,-1,0
173.9,63.1,1,0
172.5,79.2,1,1
168.1,80.1,-1,1
162.4,49.3,1,0
180.5,82.9,1,1
186.6,101.5,-1,1
165.2,75.0,-1,0
163.9,59.7,1,0
174.9,65.1,1,0
166.4,47.7,1,0
168.6,105.0,-1,1
177.4,92.3,-1,1
150.9,36.4,1,0
183.2,113.6,1,1
170.7,88.8,-1,1
165.9,88.5,-1,1
169.1,61.9,1,0
169.6,60.4,1,0
152.7,46.9,-1,0
184.9,129.0,-1,1
170.4,68.2,-1,0
174.4,58.6,1,0
179.5,68.1,1,1
159.8,55.0,1,0
174.7,104.8,-1,1
167.3,74.6,1,0
178.5,103.2,-1,1
148.7,55.8,1,0
169.0,64.0,1,0
164.0,54.4,1,0
174.3,105.0,-1,1
174.7,94.4,-1,1
162.9,79.6,-1,0
162.9,81.0,-1,0
168.9,63.4,1,0
161.0,69.0,1,0
178.4,100.3,-1,1
166.3,84.8,-1,1
145.0,57.7,-1,0
166.3,106.0,-1,1
159.6,71.8,-1,0
153.7,74.2,-1,0
157.6,61.4,-1,0
171.1,66.7,1,0
183.3,98.5,-1,1
173.1,92.6,-1,1
163.9,72.8,1,0
174.6,65.3,1,0
165.4,85.0,-1,1
163.1,49.8,1,0
158.5,70.7,-1,0
152.5,42.8,1,0
166.1,55.0,1,0
171.6,74.3,1,1
169.0,85.6,-1,1
165.8,72.3,-1,0
160.5,60.1,1,0
176.1,93.6,-1,1
156.8,67.2,-1,0
177.8,87.4,-1,1
160.0,61.6,1,0
162.5,58.5,1,0
155.3,80.3,-1,0
165.0,57.6,1,0
179.8,108.8,-1,1
175.2,66.1,-1,0
179.8,82.2,1,1
175.2,73.4,1,1
159.0,61.5,-1,0
166.7,80.8,-1,0
162.2,82.2,-1,0
183.3,94.8,-1,1
158.0,50.2,1,0
178.9,62.3,1,1
178.9,56.4,1,0
188.3,83.4,1,1
165.9,103.7,-1,1
177.1,77.5,1,1
192.8,134.2,-1,1
163.8,70.6,1,0
154.6,65.7,-1,0
151.2,65.3,-1,0
177.1,77.7,1,1
151.2,60.2,1,0
166.3,44.2,1,0
174.4,59.8,1,0
171.9,47.3,1,0
174.3,89.1,-1,1
172.2,49.9,1,0
182.8,116.8,-1,1
160.5,73.7,-1,0
163.2,81.9,-1,0
162.3,59.6,1,0
178.3,58.0,1,0
179.0,78.2,1,1
174.5,100.2,-1,1
181.8,129.6,-1,1
158.2,70.2,-1,0
186.7,64.8,1,1
185.2,70.9,-1,1
177.4,55.3,1,0
187.8,90.7,1,1
153.4,51.4,1,0
164.8,61.6,1,0
162.6,53.1,1,0
177.2,61.1,1,0
159.5,65.0,1,0
177.6,83.3,-1,1
183.7,55.3,1,1
177.0,91.9,-1,1
172.8,91.7,-1,1
160.1,41.0,1,0
161.5,86.0,-1,0
182.5,102.3,-1,1
177.8,97.2,1,1
169.6,58.6,1,0
165.8,85.9,1,1
149.7,68.2,-1,0
159.3,57.3,1,0
189.1,106.1,-1,1
157.2,59.7,1,0
171.9,58.5,1,0
180.1,77.2,1,1
157.5,68.2,1,0
171.8,72.9,1,1
179.4,65.2,1,1
170.1,79.2,-1,1
198.7,111.9,-1,1
153.3,60.8,1,0
180.6,52.2,1,0
168.3,65.1,1,0
177.7,63.0,1,1
174.4,107.6,-1,1
162.7,64.1,1,0
172.3,69.2,1,0
151.4,53.1,1,0
176.0,75.1,1,1
173.0,88.3,-1,1
176.4,54.4,1,0
180.6,86.0,-1,1
173.7,70.8,1,1
171.5,81.1,-1,1
161.2,73.5,-1,0
162.9,55.3,1,0
181.9,55.5,1,1
184.4,83.9,-1,1
167.6,96.2,-1,1
170.5,87.2,1,1
161.0,58.9,1,0
181.7,70.0,1,1
176.7,62.9,1,0
189.4,67.1,1,1
161.2,77.2,-1,0
166.2,85.1,-1,1
172.3,67.3,1,0
176.5,68.5,1,1
167.8,62.9,1,0
161.3,54.1,1,0
178.8,65.8,1,1
177.2,75.6,1,1
160.8,76.9,-1,0
183.6,103.1,-1,1
181.7,65.9,1,1
171.3,76.1,1,1
170.8,84.2,1,1
175.5,59.7,1,0
161.4,63.4,1,0
170.3,93.6,-1,1
148.5,48.6,1,0
178.8,55.9,1,0
154.4,38.1,1,0
185.0,97.1,-1,1
166.7,75.4,-1,0
167.9,77.9,1,0
163.7,78.9,-1,0
167.1,49.2,1,0
184.2,68.4,1,1
145.1,61.2,-1,0
182.8,98.3,1,1
173.4,75.0,1,1
157.9,44.7,1,0
159.2,68.6,-1,0
186.8,88.3,1,1
160.5,51.9,1,0
158.5,36.4,1,0
181.4,98.5,-1,1
173.4,64.0,1,0
160.6,71.3,-1,0
172.2,72.3,1,1
159.7,46.2,1,0
181.0,85.2,-1,1
180.6,69.6,1,1
175.3,53.9,1,0
173.6,48.2,1,0
187.6,87.9,1,1
170.0,104.2,-1,1
158.2,66.9,1,0
174.5,108.7,-1,1
190.9,128.2,-1,1
159.9,71.8,-1,0
166.4,95.4,-1,1
174.2,102.4,-1,1
169.5,96.4,-1,1
160.2,41.1,-1,0
181.2,82.4,1,1
193.2,83.4,1,1
172.0,94.7,-1,1
161.0,56.1,1,0
154.5,88.4,-1,0
172.6,80.7,-1,1
181.0,81.4,1,1
174.8,69.4,1,1
170.0,69.0,1,0
164.1,67.6,1,0
159.1,58.5,1,0
178.3,70.6,1,1
179.1,72.4,1,1
154.5,82.2,-1,0
185.9,133.0,-1,1
175.7,68.5,1,1
184.0,101.9,1,1
156.6,52.8,1,0
156.3,52.6,1,0
168.5,52.5,-1,0
175.0,95.3,-1,1
188.0,93.3,1,1
177.1,91.1,-1,1
167.6,81.0,-1,1
159.7,54.3,1,0
182.3,81.6,1,1
160.4,75.0,-1,0
186.3,79.6,1,1
167.2,75.2,-1,0
185.9,75.0,1,1
176.8,98.4,-1,1
168.6,82.8,-1,1
164.8,88.1,-1,1
166.6,76.2,-1,0
174.3,51.4,1,0
170.8,64.5,1,0
164.1,56.0,-1,0
168.3,62.2,1,0
170.8,91.4,-1,1
148.7,39.1,1,0
174.6,65.5,1,0
160.2,58.1,1,0
158.5,39.2,1,0
153.1,61.5,1,0
152.1,49.6,1,0
156.4,77.5,1,0
162.9,65.9,1,0
189.5,99.7,-1,1
164.7,73.8,-1,0
171.8,47.2,1,0
174.0,45.1,1,0
171.3,80.1,-1,1
169.2,73.1,1,0
158.0,65.2,1,0
184.5,112.3,-1,1
188.1,104.6,-1,1
153.2,80.8,-1,0
159.8,40.8,-1,0
167.2,99.0,-1,1
